[[ 0.  ]
 [ 0.  ]
 [-0.05]] 6.726683329812988e-07 -2.4812096733009774e-06 7.443129691985518e-05
[[ 0.  ]
 [ 0.  ]
 [-0.04]] 5.28515929438538e-07 -1.9989863337998893e-06 7.80512142751571e-05
[[ 0.  ]
 [ 0.  ]
 [-0.03]] 3.8897723017558505e-07 -1.519309718200896e-06 8.166515955737417e-05
[[ 0.  ]
 [ 0.  ]
 [-0.02]] 2.547640074216429e-07 -1.005918234072416e-06 8.528569031534655e-05
[[ 0.  ]
 [ 0.  ]
 [-0.01]] 1.2507805132951377e-07 6.180447132911921e-07 8.891120252839042e-05
[[0.]
 [0.]
 [0.]] 6.928558890627521e-10 -1.4178629458341269e-08 9.252720437963728e-05
[[0.  ]
 [0.  ]
 [0.01]] -1.1934967101557775e-07 5.051235665945707e-07 9.614672485564264e-05
[[0.  ]
 [0.  ]
 [0.02]] -2.340652060548125e-07 1.0172373152178972e-06 9.97688171729627e-05
[[0.  ]
 [0.  ]
 [0.03]] -3.4370971244155374e-07 1.540563548877372e-06 0.00010338937985628503
[[0.  ]
 [0.  ]
 [0.04]] -4.4909020166879635e-07 2.056823906286607e-06 0.00010700492746210951
[[0.  ]
 [0.  ]
 [0.05]] -5.483168835412518e-07 2.5783390924570144e-06 0.00011062130766951549
