[[ 0.  ]
 [-0.05]
 [ 0.  ]] 3.8281106107855284e-07 -0.00046743865938287646 9.248100522492001e-05
[[ 0.  ]
 [-0.04]
 [ 0.  ]] 3.1094507781996786e-07 -0.00037398921885171597 9.2504047007422e-05
[[ 0.  ]
 [-0.03]
 [ 0.  ]] 2.3485830799954425e-07 -0.0002805515563365113 9.250062051764245e-05
[[ 0.  ]
 [-0.02]
 [ 0.  ]] 1.6997573306270825e-07 -0.00018705610494438167 9.250432750003993e-05
[[ 0.  ]
 [-0.01]
 [ 0.  ]] 8.083602620911965e-08 -9.35118868396331e-05 9.252094815576663e-05
[[0.]
 [0.]
 [0.]] 1.9903739660617647e-11 5.072398104936181e-09 9.25272422219023e-05
[[0.  ]
 [0.01]
 [0.  ]] -8.198697962676185e-08 9.35233476707941e-05 9.253671909537004e-05
[[0.  ]
 [0.02]
 [0.  ]] -1.6524897094296837e-07 0.00018701948065754037 9.254499386079177e-05
[[0.  ]
 [0.03]
 [0.  ]] -2.518502389827316e-07 0.00028048925230020273 9.255805015601773e-05
[[0.  ]
 [0.04]
 [0.  ]] -3.37827262031951e-07 0.000373945656171302 9.255597838793059e-05
[[0.  ]
 [0.05]
 [0.  ]] -4.272072029634377e-07 0.00046751511364192486 9.255844638901935e-05
